Depth,GR,MUD_VOLUME,TVD,Boundary_flag,Unit_index,GR_shape_code,Lithofacies_major,Lithofacies_mean,Sharp_boundary,Stacking_pattern,Biostratigraphy,Reliability,Special_lithology,Core_depofacies,Lateral_proximity,Number_of_similar_units_50,Index_of_similar_units_50,Number_of_similar_units_100,Index_of_similar_units_100,Unit_Thick,Alluvial_Fan,Fluvial_Channel,Fluvial_Point_Bar,Levee,Crevasse_Splay,Fluvial_Floodplain,Progradational_Lacustrine_Delta,Lacustrine_Fan_Delta,Progradational_Lacustrine_Shoreface,Transgressive_Lacustrine_Shoreface,Aggradational_Lacustrine_Shoreface,Lacustrine_Offshore_Transition,Lacustrine_Shelf,Proximal_Sub-Lacustrine_Fan,Distal_Sub-Lacustrine_Fan,Lacustrine_Turbidite,Distal_Lacustrine_Turbidites,Lacustrine_Deepwater,Marine_Delta,Marine_Fan_Delta,Tidal_Channel_And_Sand_Flat,Sandy_Tidal_Flat,Mixed_Tidal_Flat,Muddy_Tidal_Flat,Lagoon,Progradational_Marine_Shoreface,Transgressive_Marine_Shoreface,Aggradational_Marine_Shoreface,Marine_Offshore_Transition,Marine_Shelf,Proximal_Submarine_Fan,Distal_Submarine_Fan,Marine_Turbidite,Distal_Marine_Turbidites,Marine_Deepwater
1652.7487,71.4957,0.0847,1652.7487,0,0,2,1,1,0,1,6,1,-999,-999.0,0,0,[],0,[],1.0492999999996755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,6,0,0
1652.8986,71.0332,0.0804,1652.8986,0,0,2,1,1,0,1,6,1,-999,-999.0,0,0,[],0,[],1.0492999999996755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,6,0,0
1653.0485,70.9359,0.0795,1653.0485,0,0,2,1,1,0,1,6,1,-999,-999.0,0,0,[],0,[],1.0492999999996755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,6,0,0
1653.1984,70.0758,0.0718,1653.1984,0,0,2,1,1,0,1,6,1,-999,-999.0,0,0,[],0,[],1.0492999999996755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,6,0,0
1653.3483,68.682,0.0596,1653.3483,0,0,2,1,1,0,1,6,1,-999,-999.0,0,0,[],0,[],1.0492999999996755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,6,0,0
1653.4982,67.3338,0.0483,1653.4982,0,0,2,1,1,0,1,6,1,-999,-999.0,0,0,[],0,[],1.0492999999996755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,6,0,0
1653.6481,66.3348,0.0401,1653.6481,0,0,2,1,1,0,1,6,1,-999,-999.0,0,0,[],0,[],1.0492999999996755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,6,0,0
1653.7979999999998,66.3198,0.04,1653.7979999999998,1,0,2,1,1,0,1,6,1,-999,-999.0,0,0,[],0,[],1.0492999999996755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,6,0,0
1653.9479,66.7965,0.0439,1653.9479,0,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1654.0978,67.2069,0.0472,1654.0978,0,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1654.2477,67.4409,0.0492,1654.2477,0,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1654.3976,67.2454,0.0475,1654.3976,0,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1654.5475,67.0557,0.046,1654.5475,0,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1654.6974,67.5763,0.0503,1654.6974,0,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1654.8473,68.37100000000001,0.057,1654.8473,0,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1654.9972,68.6786,0.0596,1654.9972,0,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1655.1471,68.8437,0.061,1655.1471,0,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1655.297,69.0929,0.0632,1655.297,0,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1655.4469,69.1395,0.0636,1655.4469,0,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1655.5968,68.3492,0.0568,1655.5968,0,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1655.7467,67.5814,0.0503,1655.7467,0,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1655.8966,68.622,0.0591,1655.8966,0,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1656.0465,71.1345,0.0814,1656.0465,0,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1656.1964,74.8136,0.1165,1656.1964,0,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1656.3463,79.50399999999999,0.1662,1656.3463,0,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1656.4962,83.55,0.2138,1656.4962,0,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1656.6461,87.4232,0.2639,1656.6461,0,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1656.796,89.5409,0.2933,1656.796,1,1,4,1,1,0,1,6,1,-999,-999.0,2,0,[],0,[],2.9980000000002747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1656.9459,89.0773,0.2867,1656.9459,0,2,1,1,2,0,1,6,1,-999,-999.0,5,0,[],0,[],1.3490999999999076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1657.0958,83.3757,0.2116,1657.0958,0,2,1,1,2,0,1,6,1,-999,-999.0,5,0,[],0,[],1.3490999999999076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1657.2457,75.8828,0.1274,1657.2457,0,2,1,1,2,0,1,6,1,-999,-999.0,5,0,[],0,[],1.3490999999999076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1657.3956,71.5254,0.0849,1657.3956,0,2,1,1,2,0,1,6,1,-999,-999.0,5,0,[],0,[],1.3490999999999076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1657.5455,69.0843,0.0631,1657.5455,0,2,1,1,2,0,1,6,1,-999,-999.0,5,0,[],0,[],1.3490999999999076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1657.6954,68.1842,0.0554,1657.6954,0,2,1,1,2,0,1,6,1,-999,-999.0,5,0,[],0,[],1.3490999999999076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1657.8453,67.6362,0.0508,1657.8453,0,2,1,1,2,0,1,6,1,-999,-999.0,5,0,[],0,[],1.3490999999999076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1657.9952,66.6492,0.0427,1657.9952,0,2,1,1,2,0,1,6,1,-999,-999.0,5,0,[],0,[],1.3490999999999076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1658.1451,65.8173,0.036000000000000004,1658.1451,1,2,1,1,2,0,1,6,1,-999,-999.0,5,0,[],0,[],1.3490999999999076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1658.295,65.9554,0.0371,1658.295,0,3,2,1,1,0,1,6,1,-999,-999.0,7,1,[4],0,[],2.248500000000149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,8,0,0
1658.4449,66.4588,0.0411,1658.4449,0,3,2,1,1,0,1,6,1,-999,-999.0,7,1,[4],0,[],2.248500000000149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,8,0,0
1658.5948,66.768,0.0436,1658.5948,0,3,2,1,1,0,1,6,1,-999,-999.0,7,1,[4],0,[],2.248500000000149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,8,0,0
1658.7447,67.6476,0.0509,1658.7448,0,3,2,1,1,0,1,6,1,-999,-999.0,7,1,[4],0,[],2.248500000000149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,8,0,0
1658.8946,69.8,0.0694,1658.8947,0,3,2,1,1,0,1,6,1,-999,-999.0,7,1,[4],0,[],2.248500000000149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,8,0,0
1659.0445,71.6238,0.0858,1659.0446,0,3,2,1,1,0,1,6,1,-999,-999.0,7,1,[4],0,[],2.248500000000149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,8,0,0
1659.1944,71.542,0.0851,1659.1945,0,3,2,1,1,0,1,6,1,-999,-999.0,7,1,[4],0,[],2.248500000000149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,8,0,0
1659.3443,70.0487,0.0716,1659.3444,0,3,2,1,1,0,1,6,1,-999,-999.0,7,1,[4],0,[],2.248500000000149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,8,0,0
1659.4942,68.4613,0.0578,1659.4941,0,3,2,1,1,0,1,6,1,-999,-999.0,7,1,[4],0,[],2.248500000000149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,8,0,0
1659.6441,67.4925,0.0496,1659.644,0,3,2,1,1,0,1,6,1,-999,-999.0,7,1,[4],0,[],2.248500000000149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,8,0,0
1659.7939999999999,67.0117,0.0456,1659.7939,0,3,2,1,1,0,1,6,1,-999,-999.0,7,1,[4],0,[],2.248500000000149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,8,0,0
1659.9439,66.7175,0.0432,1659.9438,0,3,2,1,1,0,1,6,1,-999,-999.0,7,1,[4],0,[],2.248500000000149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,8,0,0
1660.0938,66.2728,0.0396,1660.0938,0,3,2,1,1,0,1,6,1,-999,-999.0,7,1,[4],0,[],2.248500000000149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,8,0,0
1660.2437,65.5564,0.0339,1660.2437,0,3,2,1,1,0,1,6,1,-999,-999.0,7,1,[4],0,[],2.248500000000149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,8,0,0
1660.3936,65.4892,0.0334,1660.3936,1,3,2,1,1,0,1,6,1,-999,-999.0,7,1,[4],0,[],2.248500000000149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,8,0,0
1660.5435,66.8885,0.0446,1660.5435,0,4,2,1,1,0,1,6,1,-999,-999.0,-999,1,[3],0,[],1.4989999999997963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,9,0,0
1660.6934,68.6832,0.0597,1660.6934,0,4,2,1,1,0,1,6,1,-999,-999.0,-999,1,[3],0,[],1.4989999999997963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,9,0,0
1660.8433,69.693,0.0684,1660.8433,0,4,2,1,1,0,1,6,1,-999,-999.0,-999,1,[3],0,[],1.4989999999997963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,9,0,0
1660.9932,70.0646,0.0717,1660.9932,0,4,2,1,1,0,1,6,1,-999,-999.0,-999,1,[3],0,[],1.4989999999997963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,9,0,0
1661.1431,70.1918,0.0728,1661.1431,0,4,2,1,1,0,1,6,1,-999,-999.0,-999,1,[3],0,[],1.4989999999997963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,9,0,0
1661.293,70.0535,0.0716,1661.293,0,4,2,1,1,0,1,6,1,-999,-999.0,-999,1,[3],0,[],1.4989999999997963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,9,0,0
1661.4429,69.6121,0.0677,1661.4429,0,4,2,1,1,0,1,6,1,-999,-999.0,-999,1,[3],0,[],1.4989999999997963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,9,0,0
1661.5928,69.632,0.0679,1661.5928,0,4,2,1,1,0,1,6,1,-999,-999.0,-999,1,[3],0,[],1.4989999999997963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,9,0,0
1661.7427,70.8526,0.0788,1661.7427,0,4,2,1,1,0,1,6,1,-999,-999.0,-999,1,[3],0,[],1.4989999999997963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,9,0,0
1661.8926,72.0543,0.0898,1661.8926,1,4,2,1,1,0,1,6,1,-999,-999.0,-999,1,[3],0,[],1.4989999999997963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,9,0,0
1662.0425,71.7441,0.087,1662.0425,0,5,1,1,1,0,2,6,1,-999,-999.0,-999,0,[],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1662.1924,70.9378,0.0796,1662.1924,0,5,1,1,1,0,2,6,1,-999,-999.0,-999,0,[],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1662.3423,70.9683,0.0798,1662.3423,0,5,1,1,1,0,2,6,1,-999,-999.0,-999,0,[],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1662.4922,71.0095,0.0802,1662.4922,0,5,1,1,1,0,2,6,1,-999,-999.0,-999,0,[],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1662.6421,69.8328,0.0697,1662.6421,0,5,1,1,1,0,2,6,1,-999,-999.0,-999,0,[],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1662.7920000000001,68.0686,0.0544,1662.7920000000001,0,5,1,1,1,0,2,6,1,-999,-999.0,-999,0,[],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1662.9419,66.8478,0.0443,1662.9419,0,5,1,1,1,0,2,6,1,-999,-999.0,-999,0,[],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1663.0918,65.9211,0.0368,1663.0918,0,5,1,1,1,0,2,6,1,-999,-999.0,-999,0,[],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1663.2417,65.2346,0.0314,1663.2417,0,5,1,1,1,0,2,6,1,-999,-999.0,-999,0,[],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1663.3916,64.5228,0.0258,1663.3916,0,5,1,1,1,0,2,6,1,-999,-999.0,-999,0,[],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1663.5415,63.7512,0.02,1663.5415,0,5,1,1,1,0,2,6,1,-999,-999.0,-999,0,[],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1663.6914,63.04,0.0147,1663.6914,1,5,1,1,1,0,2,6,1,-999,-999.0,-999,0,[],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,6,0,0
1663.8413,63.0497,0.0147,1663.8413,0,6,4,1,2,0,2,6,1,-999,-999.0,-999,0,[],0,[],2.6982000000000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1663.9912,63.8465,0.0207,1663.9912,0,6,4,1,2,0,2,6,1,-999,-999.0,-999,0,[],0,[],2.6982000000000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1664.1411,65.8917,0.0366,1664.1411,0,6,4,1,2,0,2,6,1,-999,-999.0,-999,0,[],0,[],2.6982000000000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1664.2910000000002,68.5773,0.0587,1664.2910000000002,0,6,4,1,2,0,2,6,1,-999,-999.0,-999,0,[],0,[],2.6982000000000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1664.4409,70.2147,0.0731,1664.4409,0,6,4,1,2,0,2,6,1,-999,-999.0,-999,0,[],0,[],2.6982000000000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1664.5908,71.3603,0.0834,1664.5908,0,6,4,1,2,0,2,6,1,-999,-999.0,-999,0,[],0,[],2.6982000000000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1664.7407,71.6857,0.0864,1664.7407,0,6,4,1,2,0,2,6,1,-999,-999.0,-999,0,[],0,[],2.6982000000000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1664.8906,71.6899,0.0865,1664.8906,0,6,4,1,2,0,2,6,1,-999,-999.0,-999,0,[],0,[],2.6982000000000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1665.0405,71.6613,0.0862,1665.0405,0,6,4,1,2,0,2,6,1,-999,-999.0,-999,0,[],0,[],2.6982000000000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1665.1904,71.6431,0.086,1665.1904,0,6,4,1,2,0,2,6,1,-999,-999.0,-999,0,[],0,[],2.6982000000000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1665.3403,71.7487,0.087,1665.3403,0,6,4,1,2,0,2,6,1,-999,-999.0,-999,0,[],0,[],2.6982000000000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1665.4902,72.5118,0.0941,1665.4902,0,6,4,1,2,0,2,6,1,-999,-999.0,-999,0,[],0,[],2.6982000000000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1665.6401,75.2596,0.121,1665.6401,0,6,4,1,2,0,2,6,1,-999,-999.0,-999,0,[],0,[],2.6982000000000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1665.79,81.3307,0.1871,1665.79,0,6,4,1,2,0,2,6,1,-999,-999.0,-999,0,[],0,[],2.6982000000000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1665.9399,92.4957,0.3896,1665.9399,0,6,4,1,2,0,2,6,1,-999,-999.0,-999,0,[],0,[],2.6982000000000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1666.0898,105.3447,0.611,1666.0898,0,6,4,1,2,0,2,6,1,-999,-999.0,-999,0,[],0,[],2.6982000000000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1666.2397,112.4557,0.7725,1666.2397,0,6,4,1,2,0,2,6,1,-999,-999.0,-999,0,[],0,[],2.6982000000000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1666.3896,115.2583,0.8482,1666.3896,1,6,4,1,2,0,2,6,1,-999,-999.0,-999,0,[],0,[],2.6982000000000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1666.5395,112.6973,0.7787,1666.5396,0,7,1,3,3,0,2,6,1,-999,-999.0,-999,1,[19],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,11,0,8,0,0,0
1666.6894,108.406,0.6761,1666.6895,0,7,1,3,3,0,2,6,1,-999,-999.0,-999,1,[19],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,11,0,8,0,0,0
1666.8393,106.1651,0.6279,1666.8394,0,7,1,3,3,0,2,6,1,-999,-999.0,-999,1,[19],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,11,0,8,0,0,0
1666.9892,104.7814,0.5997,1666.9893,0,7,1,3,3,0,2,6,1,-999,-999.0,-999,1,[19],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,11,0,8,0,0,0
1667.1391,103.1011,0.5669,1667.1392,0,7,1,3,3,0,2,6,1,-999,-999.0,-999,1,[19],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,11,0,8,0,0,0
