Depth,GR,MUD_VOLUME,TVD,Boundary_flag,Unit_index,GR_shape_code,Lithofacies_major,Sharp_boundary,Stacking_pattern,Biostratigraphy,Reliability,Special_lithology,Core_depofacies,Lateral_proximity,Number_of_similar_units_50,Index_of_similar_units_50,Number_of_similar_units_100,Index_of_similar_units_100,Unit_Thick,Alluvial_Fan,Fluvial_Channel,Fluvial_Point_Bar,Levee,Crevasse_Splay,Fluvial_Floodplain,Progradational_Lacustrine_Delta,Lacustrine_Fan_Delta,Progradational_Lacustrine_Shoreface,Transgressive_Lacustrine_Shoreface,Aggradational_Lacustrine_Shoreface,Lacustrine_Offshore_Transition,Lacustrine_Shelf,Proximal_Sub-Lacustrine_Fan,Distal_Sub-Lacustrine_Fan,Lacustrine_Turbidite,Distal_Lacustrine_Turbidites,Lacustrine_Deepwater,Marine_Delta,Marine_Fan_Delta,Tidal_Channel_And_Sand_Flat,Sandy_Tidal_Flat,Mixed_Tidal_Flat,Muddy_Tidal_Flat,Lagoon,Progradational_Marine_Shoreface,Transgressive_Marine_Shoreface,Aggradational_Marine_Shoreface,Marine_Offshore_Transition,Marine_Shelf,Proximal_Submarine_Fan,Distal_Submarine_Fan,Marine_Turbidite,Distal_Marine_Turbidites,Marine_Deepwater,Facies_group,Facies_below
2119.9991,64.5866,0.8722,2119.9991,1,183,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.800000000000182,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2121.2991,75.2415,0.9996,2121.2991,1,184,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.300000000000182,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2122.9991,56.8,0.8716,2122.9991,1,185,5,4,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.699999999999818,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2124.4991,61.1215,0.2137,2124.4991,1,186,2,3,0,3,3,2,[],-9999.0,-9999,1,[163],3,"[212, 216, 224]",1.5,0,0,0,0,0,5,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2128.1991,90.3989,0.8420000000000001,2128.1994,1,187,4,2,0,2,3,2,[],-9999.0,-9999,0,[],0,[],3.70029999999997,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2129.1991,76.921,0.9046,2129.1994,1,188,5,4,0,2,3,2,[],-9999.0,-9999,0,[],1,[223],1.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2132.0991,91.3064,0.7542,2132.0991,1,189,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],2.899699999999939,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2133.1991,85.2909,0.5944,2133.1991,1,190,2,3,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.099999999999909,0,0,0,0,0,3,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2135.5991,46.4998,0.2273,2135.5991,1,191,1,2,0,3,3,2,[],-9999.0,-9999,0,[],0,[],2.400000000000091,0,2,2,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2137.1991,127.3779,0.9996,2137.1991,1,192,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.599999999999909,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2138.4991,98.9863,0.9947,2138.4991,1,193,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.300000000000182,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2139.4991,111.756,0.9996,2139.4991,1,194,5,4,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2141.3991,90.2551,0.7838,2141.3991,1,195,5,4,0,3,3,2,[],-9999.0,-9999,0,[],1,[234],1.900000000000091,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2143.9991,103.0589,0.9996,2143.9994,1,196,5,4,0,3,3,2,[],-9999.0,-9999,1,[178],0,[],2.600300000000061,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2146.3991,66.6198,0.5706,2146.3994,1,197,1,3,0,3,3,2,[],-9999.0,-9999,0,[],0,[],2.399999999999636,0,0,0,0,0,3,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2148.0991,96.536,0.9996,2148.0991,1,198,5,4,0,2,3,2,[],-9999.0,-9999,0,[],1,[148],1.6997000000001208,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2151.1991,60.4376,0.3063,2151.1991,1,199,5,4,0,3,3,2,[],-9999.0,-9999,0,[],0,[],3.099999999999909,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial']",Fluvial
2152.1991,63.0381,0.3421,2152.1991,1,200,2,2,0,3,3,2,[],-9999.0,-9999,2,"[217, 226]",4,"[242, 247, 251, 255]",1.0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2155.6991,110.0403,1.0,2155.6991,1,201,4,3,0,2,3,2,[],-9999.0,-9999,0,[],0,[],3.5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2158.3991,54.1636,0.1821,2158.3991,1,202,5,4,0,3,3,2,[],-9999.0,-9999,0,[],0,[],2.700000000000273,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2159.9991,76.6244,0.6472,2159.9994,1,203,4,3,0,3,3,2,[],-9999.0,-9999,0,[],1,[248],1.6003000000000611,0,0,0,0,0,3,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2161.3991,61.0018,0.4003,2161.3994,1,204,1,3,0,3,3,2,[],-9999.0,-9999,3,"[211, 225, 230]",1,[168],1.3999999999996362,0,0,0,0,0,8,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2162.5991,76.2925,0.4418,2162.5994,1,205,4,2,0,2,3,2,[],-9999.0,-9999,1,[221],1,[167],1.2000000000002728,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2165.0991,94.92,0.9321,2165.0991,1,206,4,3,0,2,3,2,[],-9999.0,-9999,0,[],0,[],2.499699999999848,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2167.7991,54.7066,0.3146,2167.7991,1,207,1,2,0,3,3,2,[],-9999.0,-9999,0,[],0,[],2.700000000000273,0,2,2,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2169.7991,85.0002,0.4403,2169.7991,1,208,4,3,0,2,3,2,[],-9999.0,-9999,0,[],0,[],2.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2171.9991,78.7592,0.4964,2171.9991,1,209,1,3,0,2,3,2,[],-9999.0,-9999,0,[],0,[],2.199999999999818,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2173.7991,69.8564,0.6189,2173.7991,1,210,1,3,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.800000000000182,0,0,0,0,0,3,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2175.2991,62.2916,0.5668,2175.2994,1,211,1,3,0,3,3,2,[],-9999.0,-9999,2,"[225, 204]",2,"[269, 168]",1.5002999999996973,0,0,0,0,0,6,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2177.0991,60.6361,0.4794,2177.0994,1,212,2,3,0,2,3,2,[],-9999.0,-9999,2,"[216, 224]",5,"[254, 259, 262, 163, 186]",1.800000000000182,0,0,0,0,0,3,0,0,0,0,0,0,16,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2178.1991,107.41,0.9996,2178.1994,1,213,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.099999999999909,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2181.7991,52.8403,0.3068,2181.7991,1,214,1,2,0,3,3,2,[],-9999.0,-9999,0,[],0,[],3.5997000000002117,0,5,5,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2182.8991,66.3105,0.5089,2182.8991,1,215,4,3,0,1,3,2,[],-9999.0,-9999,0,[],0,[],1.099999999999909,0,0,0,0,0,6,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2184.1991,64.0293,0.3868,2184.1991,1,216,2,3,0,1,3,2,[],-9999.0,-9999,2,"[224, 212]",5,"[252, 254, 259, 262, 186]",1.2999999999997272,0,0,0,0,0,12,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Fluvial
2185.1991,63.1471,0.32299999999999995,2185.1991,1,217,2,2,0,1,3,2,[],-9999.0,-9999,4,"[218, 226, 242, 200]",2,"[247, 255]",1.0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Fluvial
2186.3991,56.4176,0.2181,2186.3991,1,218,2,2,0,1,3,2,[],-9999.0,-9999,3,"[226, 243, 217]",1,[247],1.2000000000002728,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2188.3991,85.8124,0.6982,2188.3991,1,219,4,2,0,2,3,2,[],-9999.0,-9999,0,[],0,[],2.0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2189.6991,61.57,0.3531,2189.6994,1,220,1,2,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.3002999999998792,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2190.7991,78.5885,0.2867,2190.7994,1,221,4,2,0,2,3,2,[],-9999.0,-9999,1,[205],1,[267],1.099999999999909,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2191.8991,90.1321,0.7959999999999999,2191.8994,1,222,4,3,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.099999999999909,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2193.2991,65.9072,0.6239,2193.2994,1,223,5,4,0,3,3,2,[],-9999.0,-9999,0,[],1,[188],1.400000000000091,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2194.5991,65.3759,0.5172,2194.5991,1,224,2,3,0,3,3,2,[],-9999.0,-9999,2,"[212, 216]",2,"[259, 186]",1.2997000000000298,0,0,0,0,0,6,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2195.6991,59.0587,0.304,2195.6991,1,225,1,3,0,3,3,2,[],-9999.0,-9999,3,"[228, 204, 211]",0,[],1.099999999999909,0,0,0,0,0,11,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Fluvial
2196.7991,58.6861,0.2888,2196.7991,1,226,2,2,0,3,3,2,[],-9999.0,-9999,5,"[242, 247, 200, 217, 218]",1,[255],1.1000000000003638,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Fluvial
2199.0991,61.9194,0.4682,2199.0991,1,227,2,2,0,3,3,2,[],-9999.0,-9999,1,[242],2,"[253, 255]",2.299999999999727,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2200.3991,54.7582,0.3462,2200.3991,1,228,1,3,0,2,3,2,[],-9999.0,-9999,1,[225],1,[280],1.300000000000182,0,0,0,0,0,3,0,0,0,0,0,0,16,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2201.4991,83.5209,0.8115,2201.4991,1,229,4,3,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.099999999999909,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2203.0991,62.7854,0.4411,2203.0991,1,230,1,3,0,3,3,2,[],-9999.0,-9999,1,[204],0,[],1.599999999999909,0,0,0,0,0,6,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2207.2991,57.6881,0.3047,2207.2994,1,231,1,2,0,3,3,2,[],-9999.0,-9999,0,[],1,[286],4.20029999999997,0,5,5,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2211.6991,96.2397,0.9636,2211.6991,1,232,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],4.399699999999939,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2213.8991,110.2175,0.9996,2213.8991,1,233,5,4,0,1,3,2,[],-9999.0,-9999,0,[],0,[],2.200000000000273,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2215.4991,87.6866,0.7915,2215.4991,1,234,5,4,0,1,3,2,[],-9999.0,-9999,0,[],1,[195],1.599999999999909,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2217.3991,92.6674,0.8392,2217.3991,1,235,5,4,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.900000000000091,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2219.5991,99.7751,0.9681,2219.5991,1,236,5,4,0,1,3,2,[],-9999.0,-9999,0,[],0,[],2.199999999999818,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2222.4991,79.699,0.6817,2222.4994,1,237,5,4,0,1,3,2,[],-9999.0,-9999,0,[],0,[],2.900300000000243,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2224.2991,97.8261,0.9919,2224.2994,1,238,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.7999999999997272,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2229.5991,51.6992,0.1292,2229.5991,1,239,5,4,0,3,3,2,[],-9999.0,-9999,0,[],0,[],5.29970000000003,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2230.7991,73.5068,0.3312,2230.7991,1,240,4,2,0,1,3,2,[],-9999.0,-9999,0,[],0,[],1.2000000000002728,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2232.4991,58.6854,0.1428,2232.4991,1,241,1,2,0,1,3,2,[],-9999.0,-9999,3,"[249, 250, 261]",2,"[282, 286]",1.699999999999818,0,8,8,10,0,0,0,0,0,16,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Deep_Lacustrine
2233.7991,62.0624,0.2172,2233.7991,1,242,2,2,0,1,3,2,[],-9999.0,-9999,7,"[247, 251, 253, 255, 217, 226, 227]",2,"[290, 200]",1.300000000000182,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Deep_Lacustrine
2234.9991,54.2814,0.2536,2234.9991,1,243,2,2,0,2,3,2,[],-9999.0,-9999,2,"[247, 218]",1,[275],1.199999999999818,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2236.0991,73.5995,0.642,2236.0992,1,244,4,3,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.1001000000001113,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2238.4991,103.7447,0.9996,2238.4994,1,245,3,3,0,2,3,2,[],-9999.0,-9999,0,[],0,[],2.4002000000000407,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Fluvial
2239.7991,58.5315,0.1114,2239.7994,1,246,1,2,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.2999999999997272,0,5,5,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Fluvial
2240.9991,57.1449,0.2996,2240.9991,1,247,2,2,0,3,3,2,[],-9999.0,-9999,4,"[255, 226, 242, 243]",5,"[305, 306, 200, 217, 218]",1.1997000000001208,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2242.4991,73.5187,0.4389,2242.4991,1,248,4,3,0,1,3,2,[],-9999.0,-9999,2,"[258, 260]",3,"[281, 298, 203]",1.5,0,0,0,0,0,12,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Fluvial
2243.6991,60.7967,0.193,2243.6991,1,249,1,2,0,1,3,2,[],-9999.0,-9999,1,[241],0,[],1.199999999999818,0,10,10,13,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Fluvial
2244.9991,53.4086,0.2866,2244.9991,1,250,1,2,0,1,3,2,[],-9999.0,-9999,1,[241],1,[282],1.300000000000182,0,10,10,13,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Fluvial
2246.1991,61.766999999999996,0.3551,2246.1991,1,251,2,2,0,1,3,2,[],-9999.0,-9999,2,"[255, 242]",3,"[290, 306, 200]",1.199999999999818,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
2247.5991,62.4791,0.5055,2247.5991,1,252,2,3,0,2,3,2,[],-9999.0,-9999,2,"[254, 262]",2,"[304, 216]",1.400000000000091,0,0,0,0,0,2,0,0,0,0,0,0,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Deep_Lacustrine
2249.4991,56.9414,0.2977,2249.4991,1,253,2,2,0,2,3,2,[],-9999.0,-9999,2,"[255, 242]",3,"[292, 306, 227]",1.900000000000091,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']",Shallow_Lacustrine
