Depth,GR,MUD_VOLUME,TVD,Boundary_flag,Unit_index,GR_shape_code,Lithofacies_major,Lithofacies_mean,Sharp_boundary,Stacking_pattern,Biostratigraphy,Reliability,Special_lithology,Core_depofacies,Number_of_similar_units_50,Index_of_similar_units_50,Number_of_similar_units_100,Index_of_similar_units_100,Unit_Thick,Alluvial_Fan,Fluvial_Channel,Fluvial_Point_Bar,Levee,Crevasse_Splay,Fluvial_Floodplain,Progradational_Lacustrine_Delta,Lacustrine_Fan_Delta,Progradational_Lacustrine_Shoreface,Transgressive_Lacustrine_Shoreface,Aggradational_Lacustrine_Shoreface,Lacustrine_Offshore_Transition,Lacustrine_Shelf,Proximal_Sub-Lacustrine_Fan,Distal_Sub-Lacustrine_Fan,Lacustrine_Turbidite,Distal_Lacustrine_Turbidites,Lacustrine_Deepwater,Marine_Delta,Marine_Fan_Delta,Tidal_Channel_and_Sand_Flat,Sandy_Tidal_Flat,Mixed_Tidal_Flat,Muddy_Tidal_Flat,Lagoon,Progradational_Marine_Shoreface,Transgressive_Marine_Shoreface,Aggradational_Marine_Shoreface,Marine_Offshore_Transition,Marine_Shelf,Proximal_Submarine_Fan,Distal_Submarine_Fan,Marine_Turbidite,Distal_Marine_Turbidites,Marine_Deepwater
1822.2856,65.3705,0.522,1822.2856,0,78,1,3,3,0,2,3,1,-999,-999.0,1,[77],0,[],2.248499999999922,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1824.5341,54.2646,0.3995,1824.5341,0,79,4,3,3,0,2,3,1,-999,-999.0,0,[],0,[],3.147899999999936,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0
1827.682,81.8893,0.7871,1827.682,0,80,1,3,3,0,3,3,1,-999,-999.0,0,[],0,[],2.998100000000022,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1830.68,46.9609,0.2518,1830.6801,0,81,2,2,2,0,3,3,1,-999,-999.0,0,[],0,[],1.34900000000016,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0
1832.0291,45.2775,0.3179,1832.0291,0,82,4,2,3,0,2,3,1,-999,-999.0,0,[],0,[],3.4476999999999407,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
1835.4768,77.5799,0.3962,1835.4768,0,83,4,2,3,0,3,3,1,-999,-999.0,0,[],0,[],1.0492999999999029,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1836.5261,90.6352,0.6689,1836.5261,0,84,1,2,2,0,3,3,1,-999,-999.0,0,[],0,[],1.349100000000135,0,3,3,5,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,5,0,0
1837.8752,73.5971,0.4207,1837.8752,0,85,1,2,2,0,3,3,1,-999,-999.0,0,[],0,[],1.0493999999998778,0,3,3,5,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,5,0,0
1838.9245,56.9614,0.4392,1838.9246,0,86,4,3,3,0,1,3,1,-999,-999.0,0,[],0,[],3.8973000000000866,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0
1842.8219,65.7611,0.5556,1842.8219,0,87,4,3,3,0,3,3,1,-999,-999.0,0,[],0,[],1.7988000000000284,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0
1844.6207,62.2473,0.3328,1844.6207,0,88,4,2,3,0,3,3,1,-999,-999.0,1,[98],0,[],1.948799999999892,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1846.5694,76.0497,0.6808,1846.5695,0,89,1,3,3,0,3,3,1,-999,-999.0,0,[],0,[],1.4989000000000487,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1848.0684,49.2486,0.3319,1848.0684,0,90,4,2,2,0,2,3,1,-999,-999.0,0,[],0,[],2.098600000000033,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1850.1670000000001,55.2554,0.381,1850.1670000000001,0,91,4,2,3,0,2,3,1,-999,-999.0,0,[],0,[],1.6489000000001397,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1851.8159,81.6763,0.6043,1851.8159,0,92,1,3,3,0,2,3,1,-999,-999.0,0,[],0,[],1.798799999999801,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1853.6147,57.5256,0.3111,1853.6147,0,93,4,3,3,0,3,3,1,-999,-999.0,0,[],0,[],1.3489999999999327,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0
1854.9638,81.9408,0.5989,1854.9637,0,94,1,2,2,0,3,3,1,-999,-999.0,0,[],0,[],2.098700000000008,0,3,3,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,5,0,0
1857.0624,65.3839,0.2939,1857.0624,0,95,4,3,3,0,1,3,1,-999,-999.0,0,[],0,[],3.1479000000001633,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0
1860.2103,80.5594,0.5962,1860.2103,0,96,1,2,2,0,3,3,1,-999,-999.0,0,[],0,[],2.098700000000008,0,3,3,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,5,0,0
1862.3089,55.95,0.1348,1862.309,0,97,2,2,2,0,3,3,1,-999,-999.0,1,[118],0,[],1.1990999999998166,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0
1863.5081,55.2459,0.2124,1863.5081,0,98,4,2,2,0,2,3,1,-999,-999.0,1,[88],0,[],1.4990000000000236,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1865.0071,68.9655,0.3077,1865.0071,0,99,1,2,2,0,2,3,1,-999,-999.0,0,[],0,[],1.349100000000135,0,3,3,5,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,5,0,0
1866.3562,57.8664,0.2465,1866.3562,0,100,2,2,2,0,2,3,1,-999,-999.0,1,[105],0,[],1.948699999999917,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0
1868.3049,57.5058,0.2364,1868.3049,0,101,4,3,3,0,2,3,1,-999,-999.0,0,[],0,[],4.64689999999996,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0
1872.9518,103.8078,0.8167,1872.9518,0,102,1,3,3,0,3,3,1,-999,-999.0,0,[],0,[],4.347099999999955,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1877.2989,53.0685,0.2167,1877.299,0,103,4,2,2,0,3,3,2,-999,-999.0,0,[],0,[],1.0492000000001553,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1878.3482,68.0162,0.3624,1878.3481,0,104,2,2,2,0,3,3,2,-999,-999.0,1,[106],0,[],1.4990999999999985,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0
1879.8472,65.7031,0.3685,1879.8472,0,105,2,2,2,0,3,3,2,-999,-999.0,2,"[118, 100]",0,[],1.199200000000019,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0
1881.0464,59.6152,0.3267,1881.0464,0,106,2,2,2,0,3,3,2,-999,-999.0,1,[104],0,[],1.7988000000000284,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0
1882.8452,64.8026,0.3902,1882.8452,0,107,2,2,2,0,3,3,2,-999,-999.0,0,[],0,[],5.995999999999867,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1888.8412,61.6015,0.3824,1888.8412,0,108,1,2,2,0,3,3,2,-999,-999.0,0,[],0,[],1.9487000000001444,0,3,3,5,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,5,0,0
1890.7899,43.8974,0.3242,1890.7899,0,109,4,2,2,0,3,3,2,-999,-999.0,1,[111],0,[],2.248499999999922,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1893.0384,57.4689,0.3712,1893.0385,0,110,1,2,2,0,3,3,2,-999,-999.0,1,[112],0,[],2.5482999999999265,0,3,3,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,5,0,0
1895.5867,40.7418,0.21100000000000002,1895.5867,0,111,4,2,2,0,3,3,2,-999,-999.0,2,"[113, 109]",0,[],1.7988000000000284,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1897.3855,53.9054,0.3732,1897.3855,0,112,1,2,2,0,3,3,2,-999,-999.0,1,[110],0,[],1.6488999999999123,0,3,3,5,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,5,0,0
1899.0344,39.7884,0.1763,1899.0344,0,113,4,2,2,0,2,3,2,-999,-999.0,1,[111],0,[],1.9488000000001193,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1900.9831,50.6472,0.297,1900.9832,0,114,2,2,2,0,2,3,2,-999,-999.0,3,"[116, 131, 132]",0,[],1.4989000000000487,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0
1902.4821,47.6378,0.3408,1902.4821,0,115,2,2,2,0,2,3,2,-999,-999.0,0,[],0,[],1.0492999999999029,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0
1903.5314,56.7851,0.3979,1903.5314,0,116,2,2,2,0,2,3,2,-999,-999.0,2,"[131, 114]",0,[],1.7988000000000284,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0
1905.3302,49.5006,0.3669,1905.3302,0,117,4,2,2,0,2,3,2,2,-999.0,0,[],0,[],3.7475999999999203,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
1909.0777,61.2141,0.3206,1909.0778,0,118,2,2,2,0,2,3,2,2,-999.0,2,"[97, 105]",0,[],1.1991000000002714,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0
1910.2769,54.983999999999995,0.3153,1910.2769,0,119,4,3,2,0,2,3,2,2,-999.0,1,[141],0,[],3.4476999999997133,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0
1913.7246,74.1972,0.5031,1913.7246,0,120,1,3,3,0,2,3,2,2,-999.0,1,[128],0,[],2.098600000000033,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1915.8232,65.8664,0.4033,1915.8232,0,121,2,3,3,0,2,3,2,2,-999.0,7,"[122, 124, 125, 126, 127, 138, 142]",0,[],2.248500000000149,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1918.0717,68.8236,0.4211,1918.0717,0,122,2,3,3,0,2,3,2,2,-999.0,5,"[123, 124, 125, 142, 121]",0,[],1.4990000000000236,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1919.5707,68.6269,0.4349,1919.5707,0,123,2,3,3,0,2,3,2,2,-999.0,3,"[124, 125, 122]",0,[],1.3490999999999076,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1920.9198,67.7062,0.4162,1920.9198,0,124,2,3,3,0,2,3,2,2,-999.0,3,"[121, 122, 123]",0,[],1.199200000000019,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1922.119,69.9014,0.4443,1922.119,0,125,2,3,3,0,2,3,2,2,-999.0,5,"[127, 142, 121, 122, 123]",0,[],1.7988000000000284,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1923.9178,69.367,0.3996,1923.9178,0,126,2,3,3,0,2,3,2,2,-999.0,1,[121],0,[],1.3489999999999327,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1925.2669,75.4776,0.4751,1925.2668,0,127,2,3,3,0,1,3,2,2,-999.0,2,"[121, 125]",0,[],2.5483999999999014,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1927.8152,71.965,0.4958,1927.8152,0,128,1,3,3,0,1,3,2,2,-999.0,1,[120],0,[],1.9487000000001444,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1929.7639,64.9137,0.4782,1929.7639,0,129,4,3,3,0,1,3,2,-999,-999.0,0,[],0,[],1.3490999999999076,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0
1931.1129999999998,88.6398,0.8109,1931.1129999999998,0,130,1,2,3,0,3,3,2,-999,-999.0,0,[],0,[],3.747500000000173,0,6,6,4,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,4,0,0
1934.8605,48.896,0.3333,1934.8605,0,131,2,2,2,0,3,3,2,-999,-999.0,3,"[132, 114, 116]",0,[],1.948699999999917,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0
1936.8092,50.8579,0.3623,1936.8092,0,132,2,2,2,0,2,3,2,-999,-999.0,2,"[114, 131]",0,[],2.098600000000033,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0
1938.9078,52.7719,0.3454,1938.9078,0,133,4,2,2,0,2,3,2,2,-999.0,0,[],0,[],4.197199999999839,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
1943.105,69.5843,0.4549,1943.105,0,134,2,3,3,0,2,3,2,2,-999.0,3,"[138, 139, 142]",0,[],2.398400000000038,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1945.5034,62.5201,0.3355,1945.5034,0,135,2,2,2,0,1,3,2,2,-999.0,1,[137],0,[],2.098600000000033,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0
1947.602,63.1354,0.3748,1947.6021,0,136,2,2,2,0,1,3,2,2,-999.0,0,[],0,[],1.049199999999928,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0
1948.6513,69.3711,0.4097,1948.6512,0,137,2,2,2,0,1,3,2,2,-999.0,1,[135],0,[],1.6490000000001146,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0
1950.3002,66.2746,0.3813,1950.3002,0,138,2,3,2,0,1,3,2,2,-999.0,5,"[139, 140, 142, 121, 134]",0,[],2.248499999999922,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1952.5487,63.2998,0.374,1952.5487,0,139,2,3,3,0,1,3,2,2,-999.0,4,"[140, 142, 134, 138]",0,[],2.398400000000038,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1954.9471,60.8955,0.4372,1954.9471,0,140,2,3,3,0,1,3,2,2,-999.0,3,"[142, 138, 139]",0,[],1.7987000000000535,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1956.7459,57.3818,0.3784,1956.7458,0,141,4,3,3,0,2,3,2,2,-999.0,1,[119],0,[],2.998100000000022,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0
1959.7439,68.9959,0.5294,1959.7439,0,142,2,3,3,0,2,3,2,2,-999.0,7,"[121, 122, 125, 134, 138, 139, 140]",0,[],1.948699999999917,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1961.6926,65.0588,0.6003,1961.6926,0,143,5,4,4,0,2,3,2,2,-999.0,0,[],0,[],2.248600000000124,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,5
1963.9411,89.5184,1.0,1963.941,0,144,1,3,4,0,3,3,2,2,-999.0,0,[],0,[],2.6980999999998403,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1966.6393,60.328,0.6358,1966.6393,0,145,4,3,3,0,2,3,2,2,-999.0,0,[],0,[],4.497100000000046,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0
1971.1363,77.6096,0.6345,1971.1364,0,146,2,3,3,0,2,3,2,2,-999.0,0,[],0,[],3.8973000000000866,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1975.0337,73.9201,0.5529,1975.0337,0,147,4,3,3,0,2,3,2,-999,-999.0,0,[],0,[],3.2977999999998246,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0
1978.3315,93.3365,0.7828,1978.3315,0,148,5,4,4,0,2,3,2,-999,-999.0,0,[],0,[],1.9486000000001695,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,5
1980.2802,84.2863,0.8287,1980.2802,0,149,5,4,4,0,2,3,2,-999,-999.0,0,[],0,[],4.047399999999925,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,5
1984.3275,137.8955,0.7303,1984.3275,0,150,5,4,4,0,3,3,2,-999,-999.0,0,[],0,[],1.6488999999999123,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,5
1985.9764,102.4887,0.6513,1985.9764,0,151,5,4,4,0,3,3,2,-999,-999.0,1,[153],0,[],1.7987000000000535,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,5
1987.7752,125.5649,0.7107,1987.7751,0,152,1,3,3,0,3,3,2,-999,-999.0,0,[],0,[],1.948799999999892,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
1989.7239,100.522,0.7238,1989.7239,0,153,5,4,4,0,3,3,2,-999,-999.0,1,[151],0,[],1.9487000000001444,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,5
1991.6726,125.0152,0.877,1991.6726,0,154,5,4,3,0,3,3,2,-999,-999.0,0,[],0,[],3.297900000000027,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,5
1994.9704,66.5295,0.1173,1994.9705,0,155,4,2,2,0,3,3,2,-999,-999.0,0,[],0,[],1.049199999999928,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1996.0197,76.7463,0.2177,1996.0197,0,156,1,2,2,0,3,3,2,-999,-999.0,0,[],0,[],1.4990000000000236,0,3,3,5,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,5,0,0
1997.5187,67.8339,0.2097,1997.5187,0,157,4,2,2,0,1,3,2,-999,-999.0,1,[158],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1999.3175,74.9138,0.3346,1999.3175,0,158,4,2,2,0,1,3,2,-999,-999.0,1,[157],0,[],2.5482999999999265,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2001.8658,84.2209,0.4776,2001.8658,0,159,1,2,2,0,2,3,2,-999,-999.0,0,[],0,[],1.34900000000016,0,3,3,5,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,5,0,0
2003.2149,63.2054,0.1965,2003.2148,0,160,4,3,3,0,2,3,2,-999,-999.0,0,[],0,[],3.7475999999999203,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0
2006.9624,101.7897,0.5963,2006.9624,0,161,1,2,2,0,3,3,2,-999,-999.0,0,[],0,[],2.398400000000038,0,3,3,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,5,0,0
2009.3608,60.6411,0.1606,2009.3608,0,162,4,2,2,0,3,3,2,-999,-999.0,0,[],0,[],1.0493999999998778,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2010.4101,67.8612,0.2495,2010.4102,0,163,1,2,2,0,2,3,2,-999,-999.0,0,[],0,[],1.199100000000044,0,3,3,5,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,5,0,0
2011.6093,59.2967,0.1737,2011.6093,0,164,4,3,3,0,2,3,2,-999,-999.0,0,[],0,[],2.398400000000038,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0
2014.0077,79.7243,0.6146,2014.0077,0,165,1,3,3,0,2,3,2,-999,-999.0,0,[],0,[],1.6488999999999123,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
2015.6566,70.7053,0.4559,2015.6566,0,166,4,3,3,0,3,3,2,-999,-999.0,1,[178],0,[],1.199200000000019,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0
2016.8558,81.1746,0.4078,2016.8558,0,167,1,2,2,0,3,3,2,-999,-999.0,0,[],0,[],2.9980000000000473,0,3,3,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,5,0,0
2019.8538,50.1442,0.067,2019.8538,0,168,4,2,2,0,2,3,2,-999,-999.0,0,[],0,[],2.098600000000033,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2021.9524,91.6691,0.5341,2021.9524,0,169,1,2,2,0,3,3,2,-999,-999.0,1,[186],0,[],4.047399999999925,0,6,6,4,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,4,0,0
2025.9997,71.2648,0.228,2025.9998,0,170,1,2,2,0,3,3,2,-999,-999.0,0,[],0,[],1.34900000000016,0,3,3,5,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,5,0,0
2027.3488,53.5379,0.1298,2027.3488,0,171,4,2,2,0,2,3,2,-999,-999.0,0,[],0,[],1.948699999999917,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2029.2975,84.3788,0.6335,2029.2975,0,172,1,2,2,0,2,3,2,-999,-999.0,0,[],0,[],2.8480999999999312,0,3,3,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,5,0,0
2032.1456,79.3157,0.3911,2032.1456,0,173,1,3,3,0,3,3,2,-999,-999.0,0,[],0,[],1.199200000000019,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0,5,0,0,0
2033.3448,78.9006,0.4219,2033.3448,0,174,1,1,2,0,3,3,2,-999,-999.0,0,[],0,[],3.147899999999936,0,6,6,3,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,4,0,0
2036.4927,51.383,0.1178,2036.4927,0,175,4,2,2,0,2,3,2,-999,-999.0,0,[],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
