Depth,GR,MUD_VOLUME,TVD,Boundary_flag,Unit_index,GR_shape_code,Lithofacies_major,Lithofacies_mean,Sharp_boundary,Stacking_pattern,Biostratigraphy,Reliability,Special_lithology,Core_depofacies,Lateral_proximity,Number_of_similar_units_50,Index_of_similar_units_50,Number_of_similar_units_100,Index_of_similar_units_100,Unit_Thick,Alluvial_Fan,Fluvial_Channel,Fluvial_Point_Bar,Levee,Crevasse_Splay,Fluvial_Floodplain,Progradational_Lacustrine_Delta,Lacustrine_Fan_Delta,Progradational_Lacustrine_Shoreface,Transgressive_Lacustrine_Shoreface,Aggradational_Lacustrine_Shoreface,Lacustrine_Offshore_Transition,Lacustrine_Shelf,Proximal_Sub-Lacustrine_Fan,Distal_Sub-Lacustrine_Fan,Lacustrine_Turbidite,Distal_Lacustrine_Turbidites,Lacustrine_Deepwater,Marine_Delta,Marine_Fan_Delta,Tidal_Channel_And_Sand_Flat,Sandy_Tidal_Flat,Mixed_Tidal_Flat,Muddy_Tidal_Flat,Lagoon,Progradational_Marine_Shoreface,Transgressive_Marine_Shoreface,Aggradational_Marine_Shoreface,Marine_Offshore_Transition,Marine_Shelf,Proximal_Submarine_Fan,Distal_Submarine_Fan,Marine_Turbidite,Distal_Marine_Turbidites,Marine_Deepwater,Facies_group
1966.4894,57.7948,0.6164,1966.4894,1,144,1,3,4,0,3,3,2,[2],-999.0,-999,0,[],0,[],2.6980999999998403,0,0,0,0,0,4,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']"
1970.9864,78.5188,0.6854,1970.9865,1,145,4,3,3,0,2,3,2,[2],-999.0,-999,0,[],1,[119],4.497100000000046,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']"
1974.8838,75.4393,0.5855,1974.8838,1,146,2,3,3,0,2,3,2,[2],-999.0,-999,0,[],0,[],3.8973000000000866,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']"
1978.1816,98.7363,0.7945,1978.1816,1,147,4,3,3,0,2,3,2,[],-999.0,-999,0,[],0,[],3.2977999999998246,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
1980.1303,87.6064,0.8743,1980.1302,1,148,5,4,4,0,2,3,2,[],-999.0,-999,0,[],0,[],1.9486000000001695,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
1984.1776,141.4302,0.7492,1984.1776,1,149,5,4,4,0,2,3,2,[],-999.0,-999,0,[],0,[],4.047399999999925,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
1985.8265,100.0088,0.7267,1985.8265,1,150,5,4,4,0,3,3,2,[],-999.0,-999,0,[],0,[],1.6488999999999123,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
1987.6253,126.0792,0.7286,1987.6252,1,151,5,4,4,0,3,3,2,[],-999.0,-999,1,[153],0,[],1.7987000000000535,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
1989.5739999999998,96.6039,0.7170000000000001,1989.5739999999998,1,152,1,3,3,0,3,3,2,[],-999.0,-999,0,[],0,[],1.948799999999892,0,0,0,0,0,3,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
1991.5227,126.15100000000001,0.8581,1991.5227,1,153,5,4,4,0,3,3,2,[],-999.0,-999,1,[151],0,[],1.9487000000001444,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
1994.8205,64.3718,0.1069,1994.8206,1,154,5,4,3,0,3,3,2,[],-999.0,-999,0,[],0,[],3.297900000000027,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
1995.8698,77.042,0.2064,1995.8698,1,155,4,2,2,0,3,3,2,[],-999.0,-999,0,[],0,[],1.049199999999928,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
1997.3688,67.0172,0.1989,1997.3688,1,156,1,2,2,0,3,3,2,[],-999.0,-999,0,[],0,[],1.4990000000000236,0,2,2,5,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
1999.1676,76.7363,0.3639,1999.1676,1,157,4,2,2,0,1,3,2,[],-999.0,-999,1,[158],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2001.7159,84.9866,0.4702,2001.7159,1,158,4,2,2,0,1,3,2,[],-999.0,-999,1,[157],0,[],2.5482999999999265,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2003.065,60.9034,0.1846,2003.0649,1,159,1,2,2,0,2,3,2,[],-999.0,-999,0,[],0,[],1.34900000000016,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2006.8125,105.0446,0.6877,2006.8125,1,160,4,3,3,0,2,3,2,[],-999.0,-999,0,[],0,[],3.7475999999999203,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2009.2109,59.3807,0.1249,2009.2109,1,161,1,2,2,0,3,3,2,[],-999.0,-999,0,[],0,[],2.398400000000038,0,2,2,5,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2010.2602,69.8543,0.2676,2010.2603,1,162,4,2,2,0,3,3,2,[],-999.0,-999,0,[],0,[],1.0493999999998778,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2011.4594,57.476000000000006,0.1528,2011.4594,1,163,1,2,2,0,2,3,2,[],-999.0,-999,0,[],0,[],1.199100000000044,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2013.8578,80.0888,0.6342,2013.8578,1,164,4,3,3,0,2,3,2,[],-999.0,-999,0,[],0,[],2.398400000000038,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2015.5067,68.1198,0.4075,2015.5067,1,165,1,3,3,0,2,3,2,[],-999.0,-999,0,[],1,[128],1.6488999999999123,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2016.7059,82.3801,0.4313,2016.7059,1,166,4,3,3,0,3,3,2,[],-999.0,-999,1,[178],0,[],1.199200000000019,0,0,0,0,0,6,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2019.7039,49.0625,0.0618,2019.7039,1,167,1,2,2,0,3,3,2,[],-999.0,-999,0,[],0,[],2.9980000000000473,0,2,2,5,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2021.8025,92.0736,0.5611,2021.8025,1,168,4,2,2,0,2,3,2,[],-999.0,-999,0,[],0,[],2.098600000000033,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2025.8498,66.1108,0.1854,2025.8499,1,169,1,2,2,0,3,3,2,[],-999.0,-999,1,[186],0,[],4.047399999999925,0,7,7,6,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2027.1989,52.6424,0.1481,2027.1989,1,170,1,2,2,0,3,3,2,[],-999.0,-999,0,[],0,[],1.34900000000016,0,2,2,5,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2029.1476,84.7945,0.6383,2029.1476,1,171,4,2,2,0,2,3,2,[],-999.0,-999,0,[],0,[],1.948699999999917,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2031.9957,71.6605,0.3145,2031.9957,1,172,1,2,2,0,2,3,2,[],-999.0,-999,0,[],0,[],2.8480999999999312,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2033.1949,76.4855,0.4005,2033.1949,1,173,1,3,3,0,3,3,2,[],-999.0,-999,0,[],0,[],1.199200000000019,0,0,0,0,0,3,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2036.3428,51.2748,0.0965,2036.3428,1,174,1,1,2,0,3,3,2,[],-999.0,-999,0,[],1,[215],3.147899999999936,0,5,5,3,3,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2038.1416,121.802,0.6531,2038.1416,1,175,4,2,2,0,2,3,2,[],-999.0,-999,0,[],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2041.7392,53.1524,0.0825,2041.7393,1,176,1,3,3,0,3,3,2,[],-999.0,-999,0,[],0,[],3.5977000000000317,0,0,0,0,0,3,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2043.2382,83.64,0.4178,2043.2382,1,177,4,2,2,0,1,3,2,[],-999.0,-999,0,[],0,[],1.4989000000000487,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2044.4374,87.7796,0.5352,2044.4374,1,178,4,3,3,0,1,3,2,[],-999.0,-999,1,[166],0,[],1.199200000000019,0,0,0,0,0,9,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2046.6859,60.2695,0.1022,2046.6859,1,179,1,2,2,0,1,3,2,[],-999.0,-999,0,[],0,[],2.248499999999922,0,6,6,9,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']"
2050.4334,109.4534,0.9506,2050.4333,1,180,4,2,3,0,2,3,2,[],-999.0,-999,0,[],0,[],3.747400000000198,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']"
2055.0803,50.5909,0.0714,2055.0803,1,181,5,4,3,0,3,3,2,[],-999.0,-999,0,[],0,[],4.6469999999999345,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']"
2060.1769,79.2669,0.5001,2060.177,1,182,4,2,2,0,2,3,2,[],-999.0,-999,0,[],0,[],5.096700000000055,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2062.7252,89.1183,0.6265,2062.7251,1,183,4,3,3,0,3,3,2,[],-999.0,-999,0,[],0,[],2.5480999999999767,0,0,0,0,0,3,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2063.7745,52.7246,0.11900000000000001,2063.7744,1,184,1,2,2,0,3,3,2,[],-999.0,-999,0,[],0,[],1.0492999999996755,0,2,2,5,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2064.8238,94.5179,0.6052,2064.8237,1,185,4,2,2,0,3,3,2,[],-999.0,-999,0,[],0,[],1.0493000000001302,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2069.021,57.0945,0.1005,2069.021,1,186,1,2,2,0,3,3,2,[],-999.0,-999,1,[169],0,[],4.1973000000002685,0,7,7,6,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2070.0703,64.0588,0.1845,2070.0703,1,187,2,2,2,0,2,3,2,[],-999.0,-999,0,[],0,[],1.0492999999996755,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2072.7685,89.1487,0.6025,2072.7686,1,188,4,2,2,0,2,3,2,[],-999.0,-999,0,[],0,[],2.6983000000000175,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2074.1176,60.9553,0.3252,2074.1177,1,189,1,2,2,0,2,3,2,[],-999.0,-999,0,[],0,[],1.3490999999999076,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2075.1669,119.2482,0.8931,2075.167,1,190,5,4,4,0,3,3,2,[],-999.0,-999,0,[],0,[],1.0493000000001302,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2076.8158,52.8844,0.0626,2076.8159,1,191,1,1,2,0,3,3,2,[],-999.0,-999,0,[],0,[],1.6489000000001397,0,2,2,4,5,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2079.8138,89.9616,0.3835,2079.8137,1,192,4,2,2,0,3,3,2,[],-999.0,-999,0,[],1,[233],2.9978000000000975,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2083.7112,54.8921,0.0984,2083.7112,1,193,1,2,2,0,3,3,2,[],-999.0,-999,0,[],0,[],3.8975000000000364,0,5,5,4,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2085.6599,60.6854,0.1597,2085.6599,1,194,2,2,2,0,2,3,2,[],-999.0,-999,0,[],0,[],1.948699999999917,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2087.4587,78.0098,0.3568,2087.4587,1,195,2,2,2,0,2,3,2,[],-999.0,-999,0,[],0,[],1.7988000000000284,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2091.0563,50.0109,0.0342,2091.0564,1,196,1,2,2,0,3,3,2,[],-999.0,-999,0,[],0,[],3.5976999999998043,0,5,5,4,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2092.2555,51.1903,0.0511,2092.2556,1,197,2,1,1,0,3,3,2,[],-999.0,-999,2,"[199, 200]",0,[],1.199200000000019,0,4,0,6,7,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2094.3541,55.0017,0.1101,2094.354,1,198,2,1,1,0,3,3,2,[],-999.0,-999,1,[199],0,[],2.098399999999856,0,4,0,6,5,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2095.8531,54.5917,0.0835,2095.853,1,199,2,1,1,0,2,3,2,[],-999.0,-999,2,"[197, 198]",1,[223],1.499000000000251,0,1,0,3,4,0,0,0,0,0,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2097.502,48.5538,0.1028,2097.502,1,200,2,1,1,0,2,3,2,[],-999.0,-999,1,[197],0,[],1.6489999999998872,0,1,0,3,4,0,0,0,0,0,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2099.3008,93.8257,0.6354,2099.3008,1,201,4,3,3,0,2,3,2,[],-999.0,-999,0,[],0,[],1.7988000000000284,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2100.7998,106.2564,0.8533,2100.7998,1,202,4,3,3,0,2,3,2,[],-999.0,-999,0,[],0,[],1.4989999999997963,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2102.5986,92.1919,0.5731,2102.5986,1,203,1,3,3,0,3,3,2,[],-999.0,-999,0,[],0,[],1.7988000000000284,0,0,0,0,0,3,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2107.2455,52.0024,0.0754,2107.2456,1,204,1,2,2,0,3,3,2,[],-999.0,-999,0,[],0,[],4.647000000000389,0,5,5,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2109.7938,99.7414,0.9804,2109.7937,1,205,4,1,2,0,2,3,2,[],-999.0,-999,0,[],0,[],2.5480999999999767,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2112.492,46.3681,0.0352,2112.4919,1,206,1,1,3,0,3,3,2,[],-999.0,-999,0,[],0,[],2.698199999999815,0,2,2,4,3,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2116.989,99.1718,0.8938,2116.989,1,207,4,2,2,0,2,3,2,[],-999.0,-999,0,[],0,[],4.497100000000046,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2118.6379,58.8376,0.2208,2118.6379,1,208,5,4,3,0,2,3,2,[],-999.0,-999,0,[],0,[],1.6489000000001397,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2121.486,96.9711,0.892,2121.4861,1,209,5,4,3,0,2,3,2,[],-999.0,-999,0,[],0,[],2.848199999999906,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2122.8351,72.7833,0.243,2122.8352,1,210,1,3,3,0,2,3,2,[],-999.0,-999,0,[],1,[243],1.3490999999999076,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2125.9829999999997,100.8937,0.93,2125.9829,1,211,5,4,4,0,2,3,2,[],-999.0,-999,0,[],0,[],3.147699999999986,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2128.8311,57.4737,0.1103,2128.8311,1,212,1,2,3,0,3,3,2,[],-999.0,-999,0,[],0,[],2.848199999999906,0,2,2,5,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2131.2295,79.1472,0.4476,2131.2295,1,213,4,2,2,0,3,3,2,[],-999.0,-999,0,[],0,[],2.398400000000038,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']"
2132.7285,76.7456,0.3901,2132.7285,1,214,2,2,2,0,3,3,1,[],-999.0,-999,0,[],0,[],1.499000000000251,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']"
2135.8764,49.4913,0.0604,2135.8765,1,215,1,1,2,0,3,3,1,[],-999.0,-999,1,[221],1,[174],3.1479999999996835,0,9,9,7,7,0,0,0,0,16,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']"
2137.6752,59.0602,0.1442,2137.6753,1,216,4,1,1,0,3,3,1,[],-999.0,-999,0,[],0,[],1.7988000000000284,5,0,0,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']"
2141.7225,72.0822,0.2964,2141.7224,1,217,4,1,2,0,2,3,1,[],-999.0,-999,0,[],0,[],4.047100000000228,3,0,0,0,0,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']"
2143.2215,68.9965,0.2942,2143.2214,1,218,2,2,2,0,2,3,1,[],-999.0,-999,1,[238],0,[],1.4989999999997963,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Fluvial', 'Deep_Lacustrine']"
2144.2708,61.2129,0.2913,2144.2708,1,219,1,2,2,0,2,3,1,[],-999.0,-999,0,[],0,[],1.0493999999998778,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2145.3201,82.6591,0.7527,2145.3201,1,220,4,3,3,0,2,3,1,[],-999.0,-999,0,[],0,[],1.0493000000001302,0,0,0,0,0,1,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
